vehicle_type,second_vehicle_type,date,time,road_has_pavement,distance_to_nearest_traffic_tight,speed_limit,estimated_speed_of_collision,seat_belt_used,injury_sustained,lethal,land_use,city
Car,Car,07/11/18,04:09,1,21,60,55,1,1,1,Residential,Kehancha
Bicycle,Pedestrian,06/09/18,08:47,0,8,20,26,N/A,0,0,Residential,Nairobi
Car,Motorbike,06/01/18,12:56,1,13,60,60,1,1,0,Industrial,Nairobi
Bicycle,Bicycle,24/12/18,08:49,0,22,20,21,N/A,1,0,Residential,Nairobi
Car,Car,27/03/18,02:18,0,12,40,34,1,1,0,Residential,Nairobi
Pedestrian,Bicycle,03/06/18,08:48,1,19,20,20,N/A,0,0,Commercial,Kikuyu
Pedestrian,Motorbike,19/09/18,21:35,0,4,30,34,N/A,1,0,Residential,Nairobi
Bicycle,Car,28/09/18,08:59,1,4,20,24,1,0,0,Residential,Nairobi
Car,Car,02/06/18,09:10,0,19,50,56,1,1,0,Residential,Nairobi
Motorbike,Car,23/01/18,19:41,0,3,60,64,0,1,1,Residential,Nairobi
Car,Car,03/10/18,09:08,0,9,50,54,0,1,0,Industrial,Mombasa
Pedestrian,Pedestrian,20/03/18,18:42,1,20,20,35,N/A,0,0,Residential,Mombasa
Pedestrian,Bicycle,04/09/18,17:56,1,22,30,35,N/A,0,0,Commercial,Nairobi
Car,Car,16/09/18,18:31,1,22,50,62,1,1,0,Residential,Mombasa
Car,Car,07/05/18,20:55,0,12,60,69,1,1,0,Residential,Mombasa
Car,Car,09/03/18,18:29,0,25,50,62,1,1,0,Agricultural,Nairobi
Car,Car,26/11/18,09:29,0,21,40,39,0,1,0,Agricultural,Mombasa
Pedestrian,Pedestrian,04/08/18,20:15,0,16,48.0,53.0,N/A,1,0,Residential,Mombasa
Pedestrian,Bicycle,03/06/18,18:46,0,19,20,23,N/A,1,0,Residential,Nairobi
Bicycle,Car,02/10/18,13:02,0,9,20,21,1,0,0,Commercial,Nakuru
Car,Car,04/09/18,20:38,0,21,60,59,1,1,1,Residential,Nairobi
Car,Car,15/01/18,08:29,1,15,20,27,0,1,0,Commercial,Nairobi
Bicycle,Bicycle,05/06/18,17:24,1,12,30,36,N/A,0,0,Commercial,Nairobi
Car,Bicycle,18/04/18,06:20,0,11,50,53,1,1,0,Agricultural,Mombasa
Bicycle,Car,24/11/18,20:43,0,10,30,34,0,1,0,Industrial,Mombasa
Pedestrian,Motorbike,15/03/18,19:36,1,1,20,19,N/A,1,0,Residential,Nairobi
Car,Car,07/07/18,19:38,1,25,70,73,1,1,0,Transport,Nairobi
Bicycle,Bicycle,28/08/18,20:48,0,9,30,22,N/A,1,0,Commercial,Nairobi
Pedestrian,Bicycle,16/10/18,19:13,1,13,20,10,N/A,1,0,Residential,Nairobi
Car,Car,18/05/18,10:00,1,12,60,62,1,1,0,Residential,Mombasa
Pedestrian,Car,08/02/18,08:06,0,8,40,33,1,1,0,Residential,Nairobi
Pedestrian,Bicycle,04/02/18,17:19,0,1,20,24,N/A,0,0,Residential,Nakuru
Pedestrian,Motorbike,16/04/18,18:15,0,20,40,26,N/A,1,0,Residential,Mombasa
Bicycle,Car,22/03/18,10:07,0,10,20,19,1,1,0,Agricultural,Nakuru
Pedestrian,Bicycle,13/05/18,19:29,0,18,30,26,N/A,1,0,Agricultural,Mombasa
Car,Car,17/10/18,18:20,1,8,60,49,0,1,0,Commercial,Nairobi
Car,Car,15/05/18,09:00,0,9,40,43,1,1,0,Agricultural,Mombasa
Pedestrian,Pedestrian,07/02/18,03:10,0,19,20,23,N/A,0,0,Agricultural,Nakuru
Pedestrian,Bicycle,26/05/18,17:45,1,15,30,34,N/A,0,0,Residential,Kisumu
Car,Car,05/02/18,07:33,1,18,60,62,1,1,0,Commercial,Nairobi
Pedestrian,Pedestrian,06/03/18,19:00,0,6,20,25,N/A,1,0,Residential,Kikuyu
Car,Car,19/02/18,13:04,1,3,50,40,1,0,0,Residential,Mombasa
Bicycle,Pedestrian,13/08/18,20:56,0,22,30,40,N/A,1,0,Agricultural,Mombasa
Car,Pedestrian,19/09/18,19:00,0,12,40,34,1,1,0,Agricultural,Mombasa
Car,Car,10/07/18,20:55,0,16,60,70,1,1,0,Transport,Nairobi
Pedestrian,Pedestrian,17/02/18,00:34,0,0,20,16,N/A,1,0,Transport,Mombasa
Car,Car,28/02/18,20:26,1,7,50,44,0,1,1,Commercial,Nairobi
Bicycle,Bicycle,12/06/18,22:04,0,18,20,21,N/A,1,0,Agricultural,Nairobi
Pedestrian,Pedestrian,23/02/18,20:50,1,18,40,41,N/A,1,0,Residential,Kisumu
Pedestrian,Pedestrian,13/02/18,08:21,0,14,20,6,N/A,0,0,Residential,Nairobi
Pedestrian,Pedestrian,02/03/18,17:25,0,30,30,33,N/A,0,0,Industrial,Nairobi
Pedestrian,Motorbike,27/11/18,18:26,0,19,20,22,N/A,1,0,Agricultural,Nairobi
Car,Car,15/04/18,10:38,0,15,50,48,1,1,0,Agricultural,Nairobi
Motorbike,Car,05/01/18,17:48,1,5,40,41,1,1,0,Transport,Kisumu
Bicycle,Bicycle,05/03/18,19:31,0,35,30,35,N/A,1,0,Agricultural,Nairobi
Bicycle,Bicycle,08/09/18,20:45,1,11,30,25,N/A,1,0,Residential,Mombasa
Car,Car,03/08/18,17:52,1,19,60,55,0,1,0,Transport,Nakuru
Bicycle,Pedestrian,09/07/18,20:25,1,18,30,25,N/A,1,0,Industrial,Nairobi
Car,Bicycle,19/05/18,13:09,0,1,40,41,1,0,0,Agricultural,Mombasa
Car,Bicycle,22/12/18,09:22,1,21,40,34,1,1,0,Residential,Mombasa
Bicycle,Car,04/08/18,08:52,0,6,30,37,0,1,0,Transport,Nairobi
Car,Car,09/07/18,20:54,1,11,40,40,1,1,0,Residential,Nairobi
Car,Motorbike,01/11/18,19:15,0,36,50,48,1,1,0,Residential,Nairobi
Car,Car,25/02/18,17:36,1,21,70,85,1,1,0,Commercial,Nairobi
Pedestrian,Pedestrian,13/11/18,17:32,0,1,20,34,N/A,0,0,Transport,Nairobi
Pedestrian,Pedestrian,28/08/18,18:57,0,11,20,16,N/A,0,0,Industrial,Nairobi
Car,Car,04/04/18,17:07,0,25,60,54,1,1,0,Agricultural,Nairobi
Car,Car,27/10/18,10:18,1,17,40,40,1,1,0,Commercial,Nairobi
Car,Car,25/11/18,19:57,1,18,50,53,1,1,1,Residential,Mombasa
Car,Car,26/10/18,10:47,1,15,50,47,1,1,0,Industrial,Mombasa
Car,Car,05/01/18,05:56,0,17,60,58,1,1,0,Agricultural,Nairobi
Pedestrian,Motorbike,11/06/18,23:04,1,0,40,34,N/A,1,0,Commercial,Nairobi
Pedestrian,Bicycle,07/06/18,17:47,0,17,30,17,N/A,0,0,Residential,Nairobi
Car,Motorbike,07/06/18,08:32,1,22,40,44,1,1,1,Residential,Nairobi
Bicycle,Motorbike,04/08/18,23:33,0,13,20,32,N/A,1,0,Residential,Kikuyu
Pedestrian,Bicycle,18/06/18,12:54,1,25,20,20,N/A,1,0,Residential,Nairobi
Car,Car,13/03/18,08:33,0,15,40,38,1,1,0,Agricultural,Nairobi
Car,Pedestrian,10/06/18,20:08,0,12,40,46,1,1,0,Residential,Nairobi
Pedestrian,Pedestrian,04/12/18,10:09,0,20,20,14,N/A,0,0,Agricultural,Nairobi
Bicycle,Bicycle,22/09/18,11:43,1,15,30,29,N/A,1,0,Residential,Nairobi
Car,Car,27/07/18,19:44,0,13,40,48,0,1,0,Residential,Kehancha
Car,Pedestrian,28/09/18,08:06,1,16,40,31,0,1,0,Commercial,Nairobi
Motorbike,Car,13/01/18,20:47,0,20,40,49,0,1,0,Residential,Nairobi
Pedestrian,Car,11/10/18,16:20,0,15,30,33,1,1,0,Residential,Mombasa
Car,Car,06/06/18,19:02,0,9,50,49,1,1,0,Agricultural,Nairobi
Pedestrian,Motorbike,09/07/18,01:10,0,16,40,42,N/A,1,0,Agricultural,Mombasa
Motorbike,Pedestrian,26/09/18,19:32,0,13,40,48,N/A,1,0,Residential,Kehancha
Pedestrian,Car,17/01/18,19:53,1,24,80.0,79.0,1,1,0,Industrial,Nairobi
Car,Car,20/12/18,20:57,1,24,40,43,1,1,0,Residential,Nakuru
Bicycle,Bicycle,24/12/18,08:02,0,24,30,28,N/A,1,0,Commercial,Eldoret
Car,Car,03/12/18,07:01,1,10,50,44,0,1,0,Commercial,Eldoret
Car,Car,13/05/18,17:02,0,50,70,65,1,1,0,Agricultural,Mombasa
Car,Car,07/12/18,23:02,1,14,40,37,1,1,0,Residential,Nairobi
Car,Car,05/09/18,18:40,1,21,50,62,1,1,1,Transport,Nairobi
Car,Car,12/02/18,20:41,1,13,40,39,1,1,0,Commercial,Nairobi
Bicycle,Bicycle,14/06/18,20:06,1,20,30,36,N/A,1,0,Residential,Kisumu
Car,Car,10/09/18,01:31,1,9,70,83,0,1,0,Residential,Eldoret
Car,Car,24/05/18,20:20,0,21,60,67,1,1,0,Residential,Mombasa
Car,Motorbike,19/12/18,01:22,1,20,50,61,1,1,0,Residential,Mombasa
Bicycle,Pedestrian,06/04/18,10:33,0,13,30,26,N/A,0,0,Agricultural,Eldoret
Car,Bicycle,02/02/18,03:11,1,20,40,49,1,1,0,Residential,Nairobi
Motorbike,Car,24/03/18,19:28,1,14,50,59,1,1,0,Commercial,Nairobi
Bicycle,Motorbike,24/12/18,22:14,0,21,30,29,N/A,1,0,Residential,Kikuyu
Motorbike,Bicycle,20/02/18,08:06,0,5,30,33,N/A,1,0,Agricultural,Nairobi
Bicycle,Pedestrian,26/01/18,06:12,0,13,30,15,N/A,1,0,Agricultural,Eldoret
Bicycle,Bicycle,28/03/18,17:57,0,44,30,29,N/A,1,0,Commercial,Nairobi
Pedestrian,Car,05/11/18,23:05,0,7,40,47,1,1,0,Commercial,Nairobi
Bicycle,Pedestrian,15/11/18,15:05,0,22,30,40,N/A,1,0,Residential,Eldoret
Car,Car,01/11/18,19:33,0,12,60,69,0,1,0,Residential,Kisumu
Car,Car,06/03/18,10:02,0,25,60,74,1,1,0,Residential,Nakuru
Car,Car,16/06/18,08:48,1,39,70,68,1,1,0,Residential,Nairobi
Pedestrian,Pedestrian,08/12/18,17:09,1,28,20,22,N/A,0,0,Residential,Nairobi
Car,Pedestrian,24/12/18,06:37,1,24,50,49,1,1,0,Commercial,Kisumu
Motorbike,Bicycle,26/05/18,08:14,1,20,20,23,N/A,1,0,Residential,Kehancha
Car,Car,15/09/18,22:18,1,1,50,53,1,1,0,Residential,Nairobi
Car,Car,28/02/18,06:52,1,15,50,49,1,1,0,Residential,Mombasa
Pedestrian,Pedestrian,11/01/18,12:51,0,8,20,27,N/A,0,0,Agricultural,Nairobi
Bicycle,Car,13/08/18,10:36,1,19,40,38,1,1,0,Residential,Nairobi
Motorbike,Car,15/09/18,20:27,0,32,40,44,0,1,0,Agricultural,Kikuyu
Pedestrian,Car,28/05/18,10:14,0,21,30,36,1,1,0,Commercial,Nairobi
Car,Car,25/09/18,01:51,0,5,70,69,1,1,0,Agricultural,Mombasa
Motorbike,Car,05/07/18,19:36,0,35,60,57,1,1,0,Agricultural,Mombasa
Car,Car,19/08/18,20:04,0,15,70,75,0,1,1,Residential,Nairobi
Pedestrian,Bicycle,10/11/18,20:09,1,23,20,28,N/A,1,0,Residential,Mombasa
Bicycle,Pedestrian,25/05/18,20:13,1,18,40,39,N/A,1,0,Commercial,Mombasa
Pedestrian,Bicycle,10/07/18,19:59,0,28,20,21,N/A,1,0,Residential,Nairobi
Pedestrian,Motorbike,19/12/18,09:22,0,23,20,21,N/A,1,0,Agricultural,Nairobi
Motorbike,Pedestrian,28/11/18,17:49,0,20,30,35,N/A,1,0,Residential,Nairobi
Bicycle,Bicycle,09/06/18,17:43,1,27,30,28,N/A,0,0,Residential,Nairobi
Bicycle,Bicycle,22/06/18,17:51,1,30,30,33,N/A,1,0,Residential,Nairobi
Car,Motorbike,12/11/18,20:22,0,15,40,40,1,1,0,Residential,Nairobi
Bicycle,Pedestrian,27/02/18,18:26,1,8,40,34,N/A,0,0,Commercial,Nairobi
Bicycle,Car,03/02/18,18:54,0,17,30,28,1,1,0,Agricultural,Nairobi
Car,Car,08/03/18,08:32,0,4,60,71,1,1,0,Agricultural,Nairobi
Pedestrian,Pedestrian,02/04/18,08:55,0,12,20,25,N/A,0,0,Residential,Nairobi
Motorbike,Car,05/10/18,12:22,0,26,60,63,1,1,0,Commercial,Kisumu
Pedestrian,Bicycle,13/06/18,18:32,0,2,20,29,N/A,0,0,Residential,Mombasa
Bicycle,Pedestrian,14/12/18,09:17,0,9,20,17,N/A,1,0,Agricultural,Mombasa
Car,Pedestrian,03/11/18,09:23,0,20,40,33,0,1,0,Residential,Nairobi
Bicycle,Bicycle,07/07/18,04:27,0,1,20,13,N/A,0,0,Agricultural,Mombasa
Car,Motorbike,15/02/18,04:02,0,4,50,55,1,1,0,Residential,Mombasa
Pedestrian,Pedestrian,15/07/18,23:23,1,11,40,40,N/A,1,0,Commercial,Mombasa
Motorbike,Pedestrian,16/08/18,09:27,1,20,20,33,N/A,1,0,Commercial,Mombasa
Car,Car,24/09/18,05:25,0,22,60,63,1,1,0,Residential,Nairobi
Motorbike,Bicycle,27/10/18,10:07,0,7,40,45,N/A,1,0,Residential,Nairobi
Car,Motorbike,03/08/18,02:16,0,24,40,28,1,1,0,Agricultural,Nakuru
Bicycle,Bicycle,24/08/18,07:33,1,11,30,31,N/A,1,0,Commercial,Nairobi
Motorbike,Motorbike,28/09/18,10:38,0,27,20,23,N/A,1,0,Residential,Nairobi
Motorbike,Pedestrian,13/10/18,18:40,0,29,20,20,N/A,1,0,Residential,Mombasa
Motorbike,Pedestrian,27/02/18,20:09,0,25,30,39,N/A,1,0,Industrial,Nairobi
Pedestrian,Pedestrian,08/08/18,17:14,0,18,20,20,N/A,0,0,Residential,Nakuru
Motorbike,Motorbike,05/02/18,20:16,1,12,30,36,N/A,1,0,Residential,Nairobi
Car,Car,21/01/18,13:18,1,20,40,37,1,1,0,Residential,Mombasa
Motorbike,Motorbike,26/09/18,18:58,1,1,50,49,N/A,1,0,Transport,Nairobi
Car,Car,10/02/18,17:43,0,27,40,47,0,1,0,Residential,Mombasa
Car,Car,18/12/18,11:23,1,22,60,60,1,1,0,Residential,Nairobi
Pedestrian,Bicycle,12/07/18,17:28,0,12,20,23,N/A,0,0,Transport,Nairobi
Car,Car,07/06/18,18:25,0,21,50,52,1,1,0,Agricultural,Nairobi
Bicycle,Pedestrian,18/11/18,02:22,1,15,30,35,N/A,0,0,Residential,Mombasa
Motorbike,Car,10/01/18,20:26,1,7,60,60,1,1,0,Residential,Nairobi
Bicycle,Bicycle,17/02/18,19:50,1,10,30,30,N/A,1,0,Commercial,Nairobi
Pedestrian,Pedestrian,03/11/18,10:02,1,36,20,15,N/A,0,0,Residential,Nairobi
Pedestrian,Bicycle,10/05/18,20:31,1,30,20,22,N/A,1,0,Residential,Kikuyu
Car,Motorbike,26/02/18,10:32,1,15,50,44,0,1,0,Residential,Nakuru
Car,Motorbike,03/12/18,12:20,0,8,40,38,1,1,0,Agricultural,Nairobi
Motorbike,Car,08/07/18,17:30,0,19,60,61,1,1,0,Agricultural,Nairobi
Motorbike,Pedestrian,27/11/18,19:52,1,12,20,17,N/A,1,0,Transport,Kisumu
Motorbike,Motorbike,04/12/18,17:48,1,23,60,52,N/A,1,0,Residential,Nairobi
Bicycle,Bicycle,14/07/18,10:59,1,12,30,29,N/A,1,0,Residential,Nairobi
Car,Bicycle,20/02/18,10:35,1,18,50,42,1,1,0,Residential,Nakuru
Car,Car,02/10/18,08:26,0,19,50,40,1,1,0,Residential,Nairobi
Car,Car,27/02/18,17:41,0,21,60,60,1,1,0,Agricultural,Nairobi
Pedestrian,Bicycle,13/08/18,20:15,0,7,20,21,N/A,0,0,Commercial,Mombasa
Car,Motorbike,01/01/18,06:11,1,27,40,43,1,1,0,Commercial,Kehancha
Car,Car,27/04/18,11:28,0,23,40,44,1,1,0,Agricultural,Nairobi
Motorbike,Motorbike,17/03/18,20:43,0,19,40,41,N/A,1,0,Commercial,Mombasa
Bicycle,Car,16/06/18,10:57,1,13,20,7,1,0,0,Residential,Mombasa
Pedestrian,Car,14/11/18,10:55,1,8,40,37,0,1,0,Commercial,Kisumu
Pedestrian,Bicycle,14/01/18,19:25,0,6,30,30,N/A,0,0,Residential,Nairobi
Car,Car,02/12/18,02:31,0,33,50,55,1,1,0,Residential,Nairobi
Car,Car,01/02/18,20:48,1,26,60,54,1,1,0,Residential,Mombasa
Car,Car,03/07/18,08:00,1,17,30,36,1,1,0,Residential,Nairobi
Pedestrian,Pedestrian,06/06/18,14:55,1,21,20,23,N/A,0,0,Residential,Nairobi
Bicycle,Bicycle,11/05/18,22:48,0,27,30,45,N/A,1,0,Residential,Kisumu
Bicycle,Car,19/06/18,13:02,0,17,30,39,0,1,0,Commercial,Nairobi
Bicycle,Bicycle,08/06/18,17:48,1,21,30,34,N/A,0,0,Residential,Kisumu
Car,Car,10/05/18,17:38,1,18,50,54,1,1,0,Residential,Nairobi
Car,Car,25/12/18,19:45,0,14,50,48,1,1,0,Residential,Nairobi
Bicycle,Bicycle,09/01/18,17:14,0,10,30,27,N/A,0,0,Residential,Mombasa
Bicycle,Bicycle,05/10/18,09:40,0,7,40,41,N/A,1,0,Residential,Nakuru
Car,Car,13/11/18,19:01,0,25,40,41,0,1,0,Residential,Mombasa
Car,Pedestrian,01/09/18,19:22,1,36,40,43,1,1,0,Residential,Nairobi
Car,Pedestrian,13/10/18,20:59,0,9,20,17,0,1,0,Residential,Eldoret
Car,Motorbike,26/07/18,19:28,1,16,60,73,0,1,1,Residential,Eldoret
Car,Car,28/02/18,19:15,1,33,60,53,1,1,0,Commercial,Nairobi
Car,Motorbike,06/10/18,20:58,0,4,50,47,1,1,0,Residential,Nairobi
Motorbike,Car,11/04/18,17:28,0,5,40,36,0,1,0,Agricultural,Kehancha
Car,Car,20/04/18,08:33,0,5,40,40,1,1,0,Agricultural,Nairobi
Car,Car,28/05/18,02:06,0,18,60,66,1,1,0,Commercial,Nairobi
Car,Car,12/04/18,01:00,0,20,60,74,0,1,1,Agricultural,Nairobi
Motorbike,Pedestrian,27/06/18,08:14,0,26,30,30,N/A,1,0,Industrial,Nairobi
Bicycle,Car,06/03/18,18:32,0,24,30,29,1,1,0,Industrial,Nairobi
Bicycle,Motorbike,21/11/18,19:13,0,9,30,35,N/A,1,0,Residential,Nairobi
Car,Car,09/11/18,20:08,1,12,50,52,1,1,0,Residential,Nairobi
Pedestrian,Car,19/01/18,19:11,0,17,30,27,1,1,0,Residential,Nairobi
Car,Bicycle,01/01/18,19:04,1,8,40,33,0,1,0,Residential,Mombasa
Car,Car,28/03/18,20:30,1,10,30,30,1,1,0,Residential,Nairobi
Car,Car,08/04/18,09:38,1,15,50,50,1,1,0,Commercial,Nairobi
Bicycle,Bicycle,22/06/18,18:15,0,9,30,37,N/A,0,0,Agricultural,Kikuyu
Bicycle,Bicycle,07/11/18,18:03,0,10,40,30,N/A,0,0,Residential,Nairobi
Car,Car,12/10/18,20:26,1,6,40,38,1,1,0,Commercial,Nairobi
Bicycle,Motorbike,12/11/18,09:47,1,13,20,22,N/A,1,0,Residential,Mombasa
Motorbike,Bicycle,27/03/18,11:01,0,6,40,33,N/A,1,0,Residential,Nairobi
Pedestrian,Bicycle,20/12/18,19:37,1,15,20,14,N/A,0,0,Residential,Mombasa
Bicycle,Pedestrian,25/03/18,18:36,1,27,30,23,N/A,1,0,Residential,Nairobi
Car,Pedestrian,01/01/18,05:08,1,10,40,39,1,1,0,Industrial,Nairobi
Car,Car,11/01/18,17:06,0,6,40,40,0,1,0,Commercial,Kehancha
Bicycle,Bicycle,19/12/18,05:22,0,10,30,25,N/A,0,0,Agricultural,Mombasa
Bicycle,Pedestrian,17/02/18,20:55,1,31,30,37,N/A,1,0,Residential,Mombasa
Bicycle,Car,27/08/18,00:30,0,19,20,20,1,1,0,Residential,Kikuyu
Car,Car,21/02/18,18:54,0,19,50,52,1,1,0,Agricultural,Nairobi
Bicycle,Car,07/04/18,20:15,0,11,30,22,1,1,0,Commercial,Nairobi
Bicycle,Pedestrian,18/07/18,18:45,0,10,20,15,N/A,0,0,Industrial,Kikuyu
Car,Car,21/03/18,17:37,1,14,50,47,1,0,0,Residential,Nairobi
Motorbike,Car,22/03/18,08:20,0,6,40,47,1,1,0,Residential,Mombasa
Car,Car,09/06/18,09:20,1,26,60,66,1,1,0,Residential,Nairobi
Car,Bicycle,25/04/18,09:23,0,18,30,27,1,1,0,Agricultural,Eldoret
Bicycle,Pedestrian,03/01/18,17:27,1,13,30,31,N/A,0,0,Industrial,Nakuru
Pedestrian,Pedestrian,02/02/18,19:17,1,11,20,17,N/A,0,0,Transport,Nairobi
Car,Car,27/10/18,11:17,0,24,60,65,1,1,0,Agricultural,Nairobi
Bicycle,Pedestrian,01/03/18,19:33,0,37,30,31,N/A,1,0,Agricultural,Mombasa
Car,Motorbike,25/01/18,08:35,0,9,60,63,1,1,0,Residential,Nairobi
Car,Motorbike,17/11/18,20:21,1,19,60,62,1,1,0,Residential,Nairobi
Pedestrian,Bicycle,27/10/18,18:02,0,20,30,42,N/A,1,0,Residential,Mombasa
Pedestrian,Car,19/11/18,20:54,0,14,20,17,1,0,0,Agricultural,Mombasa
Car,Car,24/03/18,19:29,0,12,50,43,1,1,0,Commercial,Nairobi
Bicycle,Bicycle,18/08/18,18:59,0,9,30,17,N/A,0,0,Agricultural,Nairobi
Pedestrian,Motorbike,18/11/18,16:04,0,14,40,35,N/A,1,0,Residential,Nairobi
Pedestrian,Motorbike,12/10/18,08:19,0,9,30,30,N/A,1,0,Agricultural,Eldoret
Car,Car,06/02/18,19:36,0,32,70,70,1,1,1,Transport,Kikuyu
Motorbike,Car,24/10/18,19:05,0,22,40,32,1,1,0,Transport,Kisumu
Motorbike,Car,12/04/18,10:58,1,17,50,50,1,1,0,Commercial,Mombasa
Bicycle,Bicycle,23/07/18,19:07,0,24,20,6,N/A,1,0,Residential,Eldoret
Motorbike,Motorbike,09/03/18,18:47,0,26,40,35,N/A,1,0,Transport,Nairobi
Pedestrian,Car,20/01/18,10:23,0,29,50,40,0,1,0,Residential,Nakuru
Bicycle,Motorbike,01/09/18,10:02,1,0,40,40,N/A,1,1,Commercial,Nairobi
Pedestrian,Pedestrian,01/03/18,17:40,0,1,40,50,N/A,0,0,Agricultural,Nairobi
Car,Pedestrian,01/08/18,20:45,1,6,40,36,1,0,0,Commercial,Nairobi
Pedestrian,Motorbike,17/04/18,10:30,0,29,50,49,N/A,1,1,Agricultural,Nairobi
Car,Car,17/07/18,19:24,0,27,50,53,0,1,0,Residential,Kehancha
Bicycle,Car,27/12/18,19:45,1,17,30,41,1,1,0,Residential,Nairobi
Car,Car,15/04/18,00:43,0,33,60,71,0,1,1,Residential,Nairobi
Motorbike,Car,26/04/18,17:10,1,23,70,70,0,1,0,Commercial,Nakuru
Car,Car,15/12/18,17:48,0,24,50,54,1,1,0,Transport,Nairobi
Car,Motorbike,13/03/18,05:32,1,11,50,57,1,1,0,Residential,Nakuru
Bicycle,Pedestrian,26/10/18,09:12,0,26,30,36,N/A,1,0,Residential,Nairobi
Car,Motorbike,19/04/18,18:46,1,10,70,63,1,1,0,Residential,Mombasa
Car,Car,21/05/18,17:06,0,19,60,55,1,1,0,Industrial,Nairobi
Bicycle,Bicycle,03/06/18,19:47,0,19,30,32,N/A,1,0,Agricultural,Nakuru
Car,Pedestrian,18/12/18,20:28,0,3,20,12,1,0,0,Agricultural,Nairobi
Car,Bicycle,21/10/18,04:06,1,7,30,28,1,0,0,Commercial,Mombasa
Motorbike,Bicycle,12/03/18,14:58,0,12,30,28,N/A,1,0,Agricultural,Nairobi
Motorbike,Car,01/12/18,20:02,0,18,70,55,1,1,1,Industrial,Nairobi
Motorbike,Motorbike,12/04/18,08:58,0,13,30,39,N/A,1,0,Agricultural,Nairobi
Car,Car,13/08/18,19:34,1,6,60,52,1,1,1,Commercial,Nairobi
Pedestrian,Motorbike,10/01/18,20:48,0,36,40,44,N/A,1,0,Agricultural,Mombasa
Pedestrian,Pedestrian,08/01/18,20:16,0,19,30,25,N/A,0,0,Transport,Mombasa
Bicycle,Bicycle,15/10/18,09:26,1,13,40,40,N/A,1,0,Agricultural,Mombasa
Car,Bicycle,08/03/18,19:19,1,38,30,30,1,1,0,Commercial,Nairobi
Motorbike,Motorbike,02/10/18,12:19,0,7,20,13,N/A,1,0,Commercial,Nairobi
Motorbike,Car,28/02/18,21:03,0,3,70,62,1,1,0,Agricultural,Nairobi
Car,Car,20/08/18,07:06,1,27,50,53,0,1,0,Industrial,Mombasa
Bicycle,Bicycle,27/09/18,18:47,0,11,20,18,N/A,1,0,Agricultural,Kehancha
Car,Motorbike,24/06/18,20:28,1,9,40,33,1,1,0,Residential,Nairobi
Pedestrian,Car,10/01/18,19:02,1,27,40,40,1,1,0,Commercial,Nairobi
Car,Motorbike,27/10/18,18:16,1,23,40,36,1,1,0,Commercial,Mombasa
Motorbike,Pedestrian,17/02/18,20:26,1,25,30,32,N/A,1,0,Residential,Nairobi
Pedestrian,Pedestrian,28/07/18,09:26,0,10,20,33,N/A,0,0,Agricultural,Nairobi
Bicycle,Pedestrian,01/05/18,01:16,1,15,20,26,N/A,1,0,Residential,Kehancha
Car,Car,24/01/18,09:06,1,8,50,47,1,1,0,Commercial,Nairobi
Pedestrian,Pedestrian,14/01/18,12:46,0,23,40,49,N/A,1,0,Agricultural,Mombasa
Car,Car,16/12/18,18:35,1,25,50,49,0,1,1,Residential,Kisumu
Motorbike,Pedestrian,22/08/18,08:19,1,25,50,60,N/A,1,1,Residential,Kehancha
Car,Bicycle,18/01/18,10:21,0,12,50,45,0,1,0,Agricultural,Mombasa
Car,Motorbike,26/07/18,20:34,1,9,50,44,1,1,0,Residential,Nairobi
Pedestrian,Bicycle,20/04/18,01:46,0,6,20,20,N/A,1,0,Agricultural,Nairobi
Car,Motorbike,14/10/18,11:29,0,17,60,62,1,1,0,Agricultural,Nairobi
Car,Car,23/10/18,08:48,0,21,40,48,0,1,0,Agricultural,Eldoret
Car,Car,26/05/18,20:49,0,17,40,51,1,1,0,Residential,Nairobi
Car,Car,05/03/18,18:52,0,11,50,47,1,1,0,Residential,Nairobi
Car,Motorbike,03/10/18,17:03,0,26,50,53,1,1,0,Agricultural,Nairobi
Pedestrian,Car,27/11/18,10:56,0,12,20,20,1,1,0,Industrial,Nakuru
Motorbike,Motorbike,13/09/18,09:20,1,32,30,42,N/A,1,0,Residential,Kehancha
Motorbike,Car,13/04/18,21:49,0,22,40,40,1,1,0,Residential,Nairobi
Motorbike,Pedestrian,24/05/18,04:42,1,2,20,20,N/A,1,0,Residential,Nairobi
Car,Car,11/11/18,10:35,0,3,40,41,1,0,0,Agricultural,Nairobi
Bicycle,Pedestrian,09/03/18,19:24,1,15,20,18,N/A,1,0,Residential,Eldoret
Car,Motorbike,21/11/18,17:46,1,25,50,43,1,1,0,Residential,Nairobi
Car,Bicycle,04/11/18,10:59,0,9,50,50,1,1,0,Transport,Mombasa
Car,Car,22/09/18,19:16,0,11,60,47,1,1,0,Agricultural,Nairobi
Pedestrian,Pedestrian,01/12/18,08:54,1,18,30,41,N/A,0,0,Commercial,Nakuru
Car,Car,19/08/18,20:21,1,27,50,50,1,1,0,Residential,Nairobi
Pedestrian,Bicycle,08/09/18,18:44,0,7,30,34,N/A,0,0,Agricultural,Nairobi
Car,Car,27/01/18,09:46,0,43,60,56,0,1,1,Agricultural,Kisumu
Bicycle,Bicycle,19/11/18,20:01,1,5,30,27,N/A,1,0,Residential,Mombasa
Motorbike,Bicycle,01/12/18,08:26,1,7,20,12,N/A,1,0,Residential,Kisumu
